model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
 A Class,2019,17980,Semi-Auto,17842,Diesel,145,65.7,1.5,merc
 Golf,2016,12295,Manual,24486,Petrol,30,53.3,1.4,volkswagen
 C Class,2019,35891,Automatic,4167,Diesel,145,61.4,2,merc
 GLC Class,2016,26000,Semi-Auto,31726,Diesel,125,56.5,2.1,merc
 E Class,2017,27298,Semi-Auto,18403,Petrol,145,40.4,2,merc
 Focus,2018,19995,Manual,10923,Diesel,145,67.3,2,ford
 Grandland X,2018,14995,Manual,48791,Diesel,145,56.5,1.5,vauxhall
 A4,2019,30500,Automatic,4250,Diesel,145,44.8,2,Audi
 Kuga,2015,10499,Manual,45594,Diesel,125,60.1,2,ford
 Fiesta,2009,3895,Manual,61171,Petrol,145,49.6,1.2,ford
 Golf,2016,15490,Manual,16838,Petrol,20,60.1,1.4,volkswagen
 Focus,2018,13995,Manual,12449,Petrol,145,57.7,1,ford
 CL Class,2016,16299,Semi-Auto,52819,Diesel,20,67.3,2.1,merc
 Golf,2018,16399,Manual,12826,Petrol,145,58.9,1.5,volkswagen
 1 Series,2016,14652,Manual,9461,Diesel,20,70.6,1.5,BMW
 A4,2018,,Manual,20356,,150,,1.4,Audi
 GLA Class,2018,23480,Semi-Auto,10312,Diesel,145,56.5,2.1,merc
 Corsa,2013,5590,Manual,18273,,125,,1.4,vauxhall
 Q5,2019,51990,Semi-Auto,2901,Diesel,145,34.5,3,Audi
 Fiesta,2015,8290,Manual,29174,Petrol,0,65.7,1,ford
 Fiesta,2016,9100,Manual,13425,Petrol,0,65.7,1,ford
 I10,2018,10399,Manual,3796,Petrol,150,57.6,1.2,hyundi
 Astra,2016,9995,Manual,28500,Petrol,125,50.4,1.4,vauxhall
 Golf,2016,17698,Semi-Auto,9244,Diesel,30,62.8,2,volkswagen
 Polo,2017,11490,Manual,14629,Petrol,150,60.1,1.2,volkswagen
 Q2,2019,23685,Automatic,37,Diesel,145,47.9,1.6,Audi
 Viva,2018,5995,Manual,28609,Petrol,150,61.4,1,vauxhall
 3 Series,2015,16410,Automatic,35219,Diesel,145,56.5,3,BMW
 TT,2019,32990,Semi-Auto,1983,Petrol,150,34,2,Audi
 GLE Class,2016,28799,Semi-Auto,36500,Diesel,260,42.8,3,merc
 C Class,2019,34980,Semi-Auto,16169,Petrol,150,30.4,3,merc
 Focus,2009,2995,Manual,93400,Petrol,200,42.2,1.6,ford
 A3,2008,2995,Manual,136000,Diesel,205,48.7,2,Audi
 5 Series,2019,25980,Semi-Auto,5389,Petrol,150,36.2,2,BMW
 C Class,2019,24980,Semi-Auto,5453,,145,,1.5,merc
 Viva,2016,5995,Manual,31708,Petrol,20,62.8,1,vauxhall
 Fiesta,2018,11195,Manual,18000,Petrol,145,65.7,1,ford
 Fiesta,2013,6850,Manual,44000,Petrol,30,54.3,1.2,ford
 Golf,2019,28800,Semi-Auto,100,Petrol,150,32.8,2,volkswagen
 S-MAX,2009,5685,Manual,59496,Diesel,260,42.8,2.2,ford
 Fiesta,2017,11450,Manual,5551,Petrol,20,62.8,1,ford
 Focus,2015,7499,Manual,45363,Diesel,0,74.3,1.5,ford
 Crossland X,2019,15500,Manual,2000,Petrol,145,47.1,1.2,vauxhall
 4 Series,2015,14999,Automatic,19887,Diesel,30,64.2,2,BMW
 Mokka X,2019,15771,Semi-Auto,4201,Petrol,145,37.2,1.4,vauxhall
 Supra,2019,49990,Semi-Auto,3000,Petrol,145,34.5,3,toyota
 Grand C-MAX,2016,9268,Manual,42619,Diesel,30,64.2,1.5,ford
 X5,2019,51990,Semi-Auto,5850,Diesel,150,37.7,3,BMW
 Focus,2018,15295,Manual,14034,Petrol,145,58.9,1,ford
 X1,2016,17397,Manual,16243,Diesel,125,58.9,2,BMW
 Mokka X,2017,10802,Manual,51943,Diesel,125,60.1,1.6,vauxhall
 E Class,2017,21142,Automatic,26928,Diesel,145,67.3,2,merc
 5 Series,2019,28110,Semi-Auto,6659,Diesel,145,65.7,2,BMW
 Golf,2018,23290,Manual,755,Petrol,145,43.5,2,volkswagen
 Octavia,2019,24000,Semi-Auto,5988,Diesel,145,55.4,2,skoda
 Superb,2015,8391,Manual,130000,Diesel,20,67.3,2,skoda
 Fiesta,2018,13491,Manual,7552,Petrol,145,65.7,1,ford
 GTC,2015,6450,Manual,47043,Diesel,125,60.1,2,vauxhall
 X1,2019,25285,Automatic,11884,Diesel,145,60.1,2,BMW
 Fiesta,2014,6495,Manual,44000,Petrol,30,54.3,1.2,ford
 Kuga,2017,15200,Manual,22435,Diesel,150,54.3,2,ford
 Focus,2014,6800,Manual,53500,Petrol,30,56.5,1,ford
 Fiesta,2018,9990,Manual,15018,Petrol,150,64.2,1.1,ford
 Astra,2019,14599,Manual,520,Diesel,145,58.9,1.6,vauxhall
 1 Series,2016,13300,Automatic,32404,Petrol,30,55.5,1.5,BMW
 A Class,2018,18927,Semi-Auto,15013,,145,,1.5,merc
 Kuga,2017,16507,Manual,21184,Diesel,145,54.3,2,ford
 3 Series,2016,12300,Manual,32759,Diesel,20,72.4,2,BMW
 3 Series,2017,17700,Automatic,22457,Diesel,160,49.6,3,BMW
 Focus,2017,12999,Semi-Auto,16943,Petrol,125,51.4,1,ford
 Fiesta,2017,9600,Manual,12992,Petrol,0,65.7,1,ford
 Aygo,2019,9999,Manual,20,Petrol,145,57.7,1,toyota
 Citigo,2017,6995,Manual,12300,Petrol,20,64.2,1,skoda
 Fiesta,2015,7999,Manual,45837,Petrol,125,54.3,1.2,ford
 Golf,2017,11700,Manual,34630,Diesel,145,67.3,1.6,volkswagen
 Q2,2017,15529,Manual,50841,Diesel,145,64.2,1.6,Audi
 X1,2017,18499,Automatic,32236,Diesel,145,65.7,2,BMW
 C Class,2017,17500,Automatic,30297,Diesel,30,64.2,2.1,merc
 Zafira,2017,14000,Manual,18469,Diesel,145,54.3,2,vauxhall
 Fiesta,2018,16895,Manual,16895,Petrol,145,40.3,1.5,ford
 Golf,2017,19850,Automatic,16650,Hybrid,135,166.2,1.4,volkswagen
 A Class,2014,11599,Manual,52598,Diesel,20,70.6,1.5,merc
 Touareg,2016,22495,Automatic,33891,Diesel,235,42.8,3,volkswagen
 Corsa,2017,7649,Manual,25734,Petrol,145,55.4,1.4,vauxhall
 GLC Class,2018,29932,Semi-Auto,14196,Diesel,145,56.5,2.1,merc
 Yeti Outdoor,2016,12495,Manual,14000,Petrol,125,51.4,1.2,skoda
 Q2,2019,22500,Automatic,4500,Diesel,145,47.9,1.6,Audi
 Astra,2019,13995,Manual,9040,Diesel,145,62.8,1.6,vauxhall
 3 Series,2015,16698,Semi-Auto,38399,Diesel,145,56.5,3,BMW
 California,2018,54999,Automatic,7865,Diesel,260,44.1,2,volkswagen
 I10,2017,8789,Manual,29290,Petrol,145,57.7,1.2,hyundi
 6 Series,2016,26580,Semi-Auto,15668,Petrol,260,35.8,3,BMW
 Insignia,2018,12250,Manual,34098,Petrol,145,47.1,1.5,vauxhall
 Focus,2017,11298,Manual,24386,,0,,1.5,ford
 Karoq,2019,18990,Manual,9,Petrol,145,43.5,1,skoda
 A4,2019,29990,Automatic,6000,Diesel,145,49.6,2,Audi
 A1,2016,12505,Manual,19038,Petrol,0,67.3,1,Audi
 Golf,2019,21790,Automatic,6915,Petrol,145,46.3,1.5,volkswagen
 Kuga,2019,16995,Manual,13255,Diesel,145,47.9,2,ford
 Corsa,2019,10490,Manual,100,Petrol,145,43.5,1.4,vauxhall
 2 Series,2019,19990,Manual,6361,Diesel,145,51.4,2,BMW
 Mokka,2015,9298,Automatic,25321,Petrol,200,40.4,1.4,vauxhall
 Arteon,2017,21469,Automatic,32387,Petrol,150,38.7,2,volkswagen
 Polo,2018,12990,Manual,14597,Petrol,145,62.8,1,volkswagen
 Superb,2017,12375,Semi-Auto,75230,Diesel,125,61.4,2,skoda
 Kuga,2019,18999,Manual,9911,Diesel,145,47.9,2,ford
 Corsa,2016,7298,Manual,16007,Petrol,30,55.4,1.4,vauxhall
 Golf,2017,16699,Manual,24000,Diesel,145,60.1,2,volkswagen
 Citigo,2018,6995,Manual,19752,Petrol,150,64.2,1,skoda
 Astra,2017,10191,Manual,30318,Diesel,145,74.3,1.6,vauxhall
 Golf,2016,15990,Semi-Auto,51923,Petrol,160,44.1,2,volkswagen
 Fiesta,2018,10950,Manual,17000,,150,,1,ford
 Fiesta,2015,6800,Manual,40160,Petrol,125,54.3,1.2,ford
 S-MAX,2017,15999,Manual,36384,Petrol,160,43.5,1.5,ford
 Yaris,2017,10200,Manual,12859,Petrol,145,58.9,1.5,toyota
 Tiguan,2019,23450,Manual,5651,Diesel,145,42.8,2,volkswagen
 Crossland X,2019,10498,Manual,15727,Petrol,150,47.1,1.2,vauxhall
 Q3,2015,15998,Manual,43734,Diesel,145,52.3,2,Audi
 Focus,2018,18999,Manual,20298,Diesel,150,67.3,2,ford
 Fabia,2019,9795,Manual,10594,Petrol,145,57.7,1,skoda
 Polo,2017,9900,Manual,33000,Petrol,150,60.1,1.2,volkswagen
 SLK,2014,13650,Semi-Auto,34170,,200,,2,merc
 Mondeo,2016,9999,Manual,29729,Diesel,0,78.5,1.5,ford
 KA,2019,10499,Manual,308,Petrol,145,47.9,1.2,ford
 KA,2016,5990,Manual,22543,Petrol,30,57.7,1.2,ford
 C Class,2017,21491,Automatic,21980,Diesel,145,58.9,2.1,merc
 Santa Fe,2016,19360,Manual,25976,Diesel,200,47.1,2.2,hyundi
 Focus,2019,14799,Manual,8560,Petrol,145,60.1,1,ford
 2 Series,2020,23950,Semi-Auto,11,Petrol,145,50.4,1.5,BMW
 Polo,2019,12191,Manual,19807,Petrol,150,48.7,1,volkswagen
 Focus,2019,16937,Manual,18651,Diesel,145,74.3,1.5,ford
 X1,2016,13099,Manual,56046,Diesel,20,68.9,2,BMW
 Tiguan,2017,23502,Manual,20903,Diesel,145,50.4,2,volkswagen
 Tucson,2017,15110,Semi-Auto,6173,Diesel,125,57.6,1.7,hyundi
 E Class,2019,34890,Semi-Auto,13883,Diesel,145,48.7,3,merc
 Tucson,2019,15498,Manual,15196,Petrol,145,34.9,1.6,hyundi
 Focus,2019,17999,Automatic,14989,Diesel,145,67.3,1.5,ford
 Touran,2016,19599,Semi-Auto,7365,Petrol,125,51.4,1.4,volkswagen
 Crossland X,2019,12990,Manual,19029,Petrol,150,47.1,1.2,vauxhall
 Tucson,2020,22495,Manual,2000,Diesel,145,48.7,1.6,hyundi
 3 Series,2018,18000,Automatic,24240,Diesel,150,64.2,0,BMW
 Aygo,2017,7850,Manual,32750,Petrol,145,68.9,1,toyota
 A3,2019,17995,Manual,7062,Diesel,145,49.6,1.6,Audi
 Superb,2019,19995,Manual,28,Diesel,145,65.7,2,skoda
 Focus,2016,7798,Manual,63664,Diesel,0,74.3,1.5,ford
 Yaris,2019,11490,Manual,3600,Petrol,145,47.9,1.5,toyota
 Prius,2014,11750,Automatic,47666,Hybrid,0,70.6,1.8,toyota
 E Class,2019,35699,Semi-Auto,9957,Diesel,145,42.8,2,merc
 Up,2019,9895,Manual,3074,Petrol,145,54.3,1,volkswagen
 Aygo,2020,10980,Semi-Auto,4855,Petrol,145,56.5,1,toyota
 Q3,2016,17500,Automatic,45211,Diesel,145,51.4,2,Audi
 Crossland X,2019,11495,Manual,21774,Petrol,150,44.8,1.2,vauxhall
 Corsa,2015,5490,Manual,46000,Petrol,30,55.4,1.4,vauxhall
 2 Series,2018,18999,Automatic,3924,Petrol,145,50.4,1.5,BMW
